Kapampangan,English
pieskal/peeka,Fighting words piesta/pyesta/; fiesta; the annual feast dayeach barrio has its own social and religious holiday)
pigaq,See dictionary entry
pigil,By force
pikalu:kaluwan,Joints of the body (elbow; wrist; ankle; knee; shoulder
pikalyan,Joke; wisecrack
piklat,See dictionary entry
piknik,Scar left by skin eruption
pikote,Base of skull
pikpik,(ones stomach; childs head)
piku,Tool for
pikung/pikun,Person who cant take teasing; easily angered
pila,See dictionary entry
pilak,See dictionary entry
pilan,See dictionary entry
pilapil,See dictionary entry
pilatan,One in the alang first
pildis,See dictionary entry
pile,Coconut; by force; clay; coin; silver; nickle; farsighted; rice dike; one in the alang first move little to the side. (N./V.) fracture; crack
pilik,Eyelash
piliq/pili,See dictionary entry
pilit,Select; choose; choice; one eyelash; force
pilmi/pirmi,Hold fast; sign ones signature
pilon,See dictionary entry
pilosopo,See dictionary entry
piluka,Old for processing sugar; the container with hole at bottom in which crushed sugar cane was held to drip into pot placed below. (N./V./D.) ask questions with the person who acts thus; wear wig. have wig; be wearing wig
pilunan,Placenta
pilyu,See dictionary entry
pin,Naughty. certainly; definiteness
pinandit,While; pinaud/pinaqud (D./V.?)
pindang,Jerked beef or pork; in sauce. babiq; damulag
pinggan,Dishes
pingul,Ear lobe
pinta,Of the suit on monte cards; bastus
pintig,See dictionary entry
pintura,Enamel
pinu,Fine; smooth
pinuman,Water jar (drinking water)
pipakwan,(e.g. in fence); thing to be nailed into
pipi,See dictionary entry
pipiq,Wash things
pipit,Small kind of bird
pirait/pirayit,Cheat; deceive
pirasu,See dictionary entry
piris,Tiny worm (larva?)said to be very
pirmi/pilmi,Assure; sign ones name
pisabi,Things said; conversation
pisalubung,Kind made from glutinous rice; (probably used as gifts?)
pisamban,Church
pisan,Alang first
pisara,Chalkboard
pisiq,See dictionary entry
piskarul,Kind of bird
pisngiq/pisniq,See dictionary entry
pistiso,Filed teeth
pisuk,See dictionary entry
pisuq,Unsharpened bolo
pitaklan,See dictionary entry
pitik,Make tapping noise; carpenters tool used for lines (pulley device with string and powder like graphitethe powdered string is laid on the place to be and then the line is plunked)
pititcan,(V./D./.?) babiq the crisp skin of roast delicacy
pitlungan,Back of the knee. pitna(q) halved; half; bengi)? pitcu/picu/pitsu; gullet?. buksi?
pitu/pito,Seven. 17
piu/pihu/piyu,Sure; apiu; apipiu
plaka,Phonograph record. palasdan/plasdan; fishpond
planca,Clothes
plaslayt,Flashlight
platino,See dictionary entry
plato,Little plate; saucer
plays,Contacts; the electrical contact points in an engine; plate; platito; pliers
pluma/puluma,See dictionary entry
politiko,Title of respect or social distance). say poq to someone; one who is/was candidate for political office
pompiang,Twin numbers in betting game called weting
ponding,Nickname; from Alfonso
pondu,Budget; funds
poq/puq,See dictionary entry
por,Por kwatru by fours; por buntuk by the head; porsyentu
porma,Shape; form
pormal,Por kwatru by fours; por buntuk by the head; porsyentu; form; shape; have the shape; take the shape; formal; quiet; reserved
pormeru,(D./Q.) formerly; first
pot-pot,Toot. potreru/potureru; name of barrio of Bacolor
pota,Later. potang the future
poyeta/poeta,See dictionary entry
premyu,Prize; reward
preparadu,Prepared
presku,See dictionary entry
primeru,First
prisyun,Blood pressure; have
puad/puwad,See dictionary entry
puga,See dictionary entry
pugad,Yang pugad He is looking for nest i.e. is courting girl
puge,See dictionary entry
pugon,See dictionary entry
puguq,See dictionary entry
puki,Female genitals
pukpuk,Hammer. hit on head
pukulan,Throw at someone. be thrown at
pukut/pukud,Dragnet
pulai,Fish eggs; nest. basket for chickens esp. fightingcocks; pugad dareng whorehouse; yang pugad He is searching for nest; fruit of the tree; stove; quail; Puguq nickname); dragnet; pukut. the net used; pull tight (the string to sack); capital; puqin (used to tease); shortsighted
pulaq,See dictionary entry
pulbus/pulbo,Dust; powder. pulbus tabaku shredded tobacco
pulgas,Flea(s)
pulgatoryu,Catholic teaching the place where souls are sent for temporary punishment
pulikat,See dictionary entry
puling,See dictionary entry
pulis,Police
pulmeru,See dictionary entry
pulpi,See dictionary entry
pulsu,See dictionary entry
pulubi,Primeru; start something; () have engine trouble; pulse; forest
pulupulu,Whorl (hairat back of head)
puluq,See dictionary entry
pulurwaks,See dictionary entry
pulut,Something up
pumutuk,Floorwax; wax floor; molasses; something up; sideline (used as an euphemism for prostitute)
pun,Afternoon; the whole day
punggul,Cuffs (of shirt). French cuffs; cup hands; reach around with fingers; kasapunggu1 handful
pungsuq,Anthill; (home of the
puniq,Tree trunk. source; ceremonial served in front of the church in connection with the Good Friday singing of the
punla,Cutting(s); sugar cane planting
punsun,See dictionary entry
punta,See dictionary entry
puntuk,Pupunta; carry on head
punuq,Young coconut
punyus,Cuffs (of shirt). French cuffs
pupul,Gather; pupupul
puq/poq,See dictionary entry
puqin,Puqin (used to tease)
purga,See dictionary entry
purus,See dictionary entry
pusad,Gather; pupupul; laxative; take laxative; take; always; navel; carry on shoulder; pupusit squeeze tube). blow your nose; elope; sneak wager. pupusta
pusan,Binder; fetters; chain; gagapus be bound; tied. ginapus; gapus
pusaq,See dictionary entry
pusit,See dictionary entry
pusitara,See dictionary entry
puslit,See dictionary entry
pusta,See dictionary entry
pusuq,Heat. banana heart
puta,See dictionary entry
putat,Whore; bitch; young leaves of made into sauce
putiq/puti,White; grow white; fade
putlaq,See dictionary entry
putput,Pluck. putput
putu,Small bird; the rice bird. delicacy made of sugar; coconut; and glutinous rice
putul,Sibling. companion in being cut
putut,Pluck. putput; cake; bread (made of rice). putu seko; putu sulut; putu bumbung; putu; pututpanara; collect (e.g. shells); harvest. puputul; sibling; putut; thing cut. puqunan/puhu- nan/puunan; capital
puyat,Lacking sleep
pwersa,(N./V.) force; powerful
pyun,Helper
qabugadu,Submit something to lawyers; lawyer
qaginaldu,Qalataq/ qalatadu
qalburutu,Noise; make noise
qarkila,Note: Probably all lexical entries listed as beginning with vowel actually begin with glottal stop. satisfied; full (of food); lawyer; attorney; study law; debate; engage in competitive conversation; submit something to lawyers; Christmas present; (V./.) qalataq/qalatadu notice; be angry; noise; make noise; rent space; hire vehicle
qatik,Money; wealth
qatras,(Q./V.) go back; reverse; retrogress
qawigqawig,Similar in appearance
qibe,See dictionary entry
qili,See dictionary entry
qilig,See dictionary entry
qimpis,Dizzy; have taste be eager laugh. maqili/mayli. have taste be fond thin; make something thin; made too thin
qimuq,Wash face. manqimuq/manimuq
qingat,Git/-; grow weak; be weak. (N./V.) drink; place to drink; thing to drink. num thing drunk; ininum/qinqinum; potable; drunk; beware; take care; be envious
qinum,Drink; drinking jar
qisip,Think. sip; qisip; thoughtful
qisis,See dictionary entry
qislang,See dictionary entry
qistorya,See dictionary entry
qos,Wash (dishes; feet)
qospital,Hospital. (V./.); qospital
qu,See dictionary entry
qukyat,Think. sip; qisip; thoughtful; annual or scrubbing of houses. nisis; yisis; slang (speech with an accent); history; story; tell story; tell about something; talkative; wash (dishes; feet); hospital. (V./.); qospital; thirsty; climb; ascend; qukyat
qurud,Nqurud; qurud
quyab,Yawn; belch nquyab/nuyab
ra/da,See dictionary entry
rabit,Philippine Rabbit name of bus line; used for each bus. radyu/raju; radio. / dagsaq; slanted; / dagul / dalas / danum; large; dagul; daragul; seldom; once in while; danum water; watered something
ranun,Early. / danup; hungry; dumanup; / dangal; dangal honor; honesty; honest; having
rapal,Soon; early
ras/das,Result; reach place)
ratun,Usual; usually; often. / dayuq; distant
rebuho,Jewelry decorations (e.g. engraving on
regalu,Gift. / degla; be regular; things
reklamo,Demand; complaint
relo,Watch; wristwatch; in possession of watch; (oblique reference to venereal disease).. eljin
ren/den,Those/these
reni/deni,See dictionary entry
repolyo,Cabbage
requnyon,Reunion; family reunion (e.g. on anniversary of death)
resibu,Receipt; chit; bill
respetu,Respect someone
reta/deta,See dictionary entry
reyna,See dictionary entry
ri/di,(CMP) special; plural
rikadu,See dictionary entry
rilis,See dictionary entry
rimarima,Rhymed speech
rimas,Kind of fruit; grouped with yangkaq and / dimla / dinat; cold; cold weather; cold substance; dinat dirt; fecal; dirty. /dine; shame; embarrassment; loss of kamar(i)nayan
riport,Present oneself; appear for assignment. rir(i); envious; envy someone. / ditak
ro/do,Little; small amount; diritak become few()
rosendo,Name
roskas,Screw (the device)
ruk/-rok,See dictionary entry
rungut,Join (n)/ dusa /; curse; punish; have dirty face
runut,Dried up; decomposed (of leaves)
ruweda,See dictionary entry
saba,Wish; banana type which is used for cooking
sabadu,Saturday
sabal,See dictionary entry
sabat,Block; barricade something; be hijacked; childrens game consisting of zones and teams of players; one set tries to from one zone to another without being tagged by the other team; the field on which this game is played
sabi,Bump; block; barricade something; be hijacked; childrens game consisting of zones and teams of players; one set tries to from one zone to another without being tagged by the other team; the field on which this game is played; tell. sinabi; saying; proverb. sinabi appointment; conversation; thing talked about; things talked about; thing said
sabik,See dictionary entry
sabit,(V./D./.) long be eager sasabik; sinabik; hang; dangle; cling; sinabit; sasabit
sablaq,Everyone; everything
sablayan,Clothesline
sable,Clothesline
sabo,Hang things on line to dry. sable; sible; clothesline; soup; juice; sauce. water which results from washing abyas; juicy (e.g. watermelon)
sabsab,Eat like
sabul,Scramble
sabun,Soap. lather
sabung,Soap. lather; sasabung fighting cocks againt each other; sumabung; sabung/sabungan cockpit
sadja,Boundary. reign; government; capture. sinakup; sakup; spread of food; occasion. sidja; sidja; arranged. (D./Q.) formerly; same as usual. ning sadja like before; like always
sadsad,Anchor; sinadsad; sidsad; apasadsad
sagakgak,Guffaw. sasagakgak; sinagakgak. sagana(q); encounter; go upstream. sasagana
sagapan,See dictionary entry
sagin,Banana. banana grove; plantation; pusung sagin banana heart (used as foodsalad; drops of liquid taken from at used as Types; saba; bilyakuq; gapis
sagiwaq,Fresh; still liquid (water being
saglaway,Refer saglawe
sagmit,Grab; snatch. sigmit; asagmit
sagoso,Commotion. sagu(q); horn (of animal: deer; carabao); gore. seguq; saguliq/ sagliq (D./Q.) just moment; quickly; sinaguliq
saguyud,Speak in the manner common around Sta; Ursula; Betis; sasaguyud
sagwaq,Coarse; ugly; sasagwaq. saqingsing; groan; moan. sasaqingsing; sinaqingsing
sakab,(V./.) fall on face. lying
sakag,Fish net; small
sakal,Choke; strangle
sake,(Preposition) on behalf for the sake of/ purpose of
sakit,Choke; strangle; ride. sasake; sinake; sake; sake rider. saken vehicle; act of riding. (D./V./N./.) hurts; difficult; hard; sick person; sakit disease; feel hurt; grudge; be hurt; get hurt; feel; experience hardship; difficulty or; sasakit; sinakit; sakit give sakit; effort; care
sakla,Gambling game
saklo,Fetch (e.g. water); sasaklo
saklub,(N./V.) cover; carry clutched to chest
sakmal,Grab in fist; sikmal; sinakmal; handful
sakobli,See dictionary entry
saksak,See dictionary entry
saksiq,Grab in fist; sikmal; sinakmal; handful; bounce; sasakobli; sinakobli; stab; sexually; witness. saksing oba Jehovahs witness
saku/sako,See dictionary entry
sakul,Plant sugar cane; tanam
sakunaq,Disaster; accident
sakung,See dictionary entry
sakup,Put limit on
salabat,Drink made of ginger
salak,Sieve; strainer
salakab,Salake/ salakay-
salakup,Filter; sieve. sinalak; sieve; strainer; carried in the hand and plunged into shallow stream on top of fish; When thus corraled the fish is removed by hand through hole in the top; attack; salake; salagintuq; beetle; small with wings. salagubang; (This is edible)
salalak,(V./D./.) caught
salale,House supports. salamangka; salamangkeru
